"","Township","Year","Number.of.Loss.Patches","Avg.Patch.Size","Total.Area.of.Loss.Patches"
"2325","Mong Pan","2013",6531,2873.0532944303,18763911.0659243
"2326","Mong Pan","2014",7304,4165.06911537565,30421664.8187038
"2327","Mong Pan","2015",4129,6290.7152865579,25974363.4181976
"2328","Mong Pan","2016",3513,8304.96715923624,29175349.6303969
"2329","Mong Pan","2017",2944,7870.61959435626,23171104.0857848
"2330","Mong Ping","2001",3009,2165.07964843701,6514724.66214696
"2331","Mong Ping","2002",4617,2732.45028726097,12615722.9762839
"2332","Mong Ping","2003",6664,3381.65932916968,22535377.7695868
"2333","Mong Ping","2004",5514,3103.62050633894,17113363.4719529
"2334","Mong Ping","2005",6998,3060.63306160821,21418310.1651343
"2335","Mong Ping","2006",5743,3195.68507942104,18352819.4111151
"2336","Mong Ping","2007",7381,3218.14267450898,23753111.0805508
"2337","Mong Ping","2008",5453,3084.80931871921,16821465.2149759
"2338","Mong Ping","2009",15052,4037.92625885029,60778866.0482146
"2339","Mong Ping","2010",8030,3653.25712701079,29335654.7298967
"2340","Mong Ping","2011",6056,3079.22162439782,18647766.1573532
"2341","Mong Ping","2012",8535,3329.20767240672,28414787.4839913
"2342","Mong Ping","2013",13951,5748.05807728744,80191158.236237
"2343","Mong Ping","2014",14075,5440.55187967993,76575767.706495
"2344","Mong Ping","2015",10384,10981.1976771955,114028756.679998
"2345","Mong Ping","2016",10865,11668.195663906,126774945.888339
"2346","Mong Ping","2017",9688,13672.4557551008,132458751.355416
"2347","Mong Tung","2001",2192,2870.95999276171,6293144.30413366
"2348","Mong Tung","2002",3011,3748.00984055819,11285257.6299207
"2349","Mong Tung","2003",3227,4070.45855936271,13135369.7710635
"2350","Mong Tung","2004",2343,3714.06031661434,8702043.32182739
"2351","Mong Tung","2005",2386,3917.47375313723,9347092.37498544
"2352","Mong Tung","2006",3241,6266.27648417782,20309002.0852203
"2353","Mong Tung","2007",3645,5682.95046175467,20714354.4330958
"2354","Mong Tung","2008",1982,5552.28614039112,11004631.1302552
"2355","Mong Tung","2009",6596,5873.36901314951,38740742.0107342
"2356","Mong Tung","2010",2746,4644.87005532579,12754813.1719246
"2357","Mong Tung","2011",3686,4653.06200048668,17151186.5337939
"2358","Mong Tung","2012",2859,4996.36289802587,14284601.525456
"2359","Mong Tung","2013",4462,4808.65956215304,21456238.9663269
"2360","Mong Tung","2014",7057,4118.23312093049,29062371.1344065
"2361","Mong Tung","2015",3331,6950.53377768823,23152228.0134795
"2362","Mong Tung","2016",4038,9706.52592671473,39194951.6920741
"2363","Mong Tung","2017",3449,10482.6827352308,36154772.753811
"2364","Mong Yai","2001",1438,2470.48357180929,3552555.37626177
"2365","Mong Yai","2002",4131,3045.40453367867,12580566.1286266
"2366","Mong Yai","2003",4034,3178.67625260722,12822780.0030175
"2367","Mong Yai","2004",4908,3282.49188217006,16110470.1576907
"2368","Mong Yai","2005",2104,3104.78362480558,6532464.74659094
"2369","Mong Yai","2006",5679,3750.05503415402,21296562.5389607
"2370","Mong Yai","2007",4893,3831.36241772617,18746856.3099341
"2371","Mong Yai","2008",4431,3713.54873261974,16454734.4342381
"2372","Mong Yai","2009",8785,4774.45780001778,41943611.7731562
"2373","Mong Yai","2010",5674,3922.79392808089,22257932.747931
"2374","Mong Yai","2011",3277,3514.655506046,11517526.0933127
"2375","Mong Yai","2012",12518,4027.21429474034,50412668.5415596
"2376","Mong Yai","2013",12124,4392.8018840289,53258330.0419664
"2377","Mong Yai","2014",14847,4401.06725492417,65342645.5338592
"2378","Mong Yai","2015",7019,7510.39063154952,52715431.8428461
"2379","Mong Yai","2016",7528,9576.33427771839,72090644.442664
"2380","Mong Yai","2017",7071,9520.68001372218,67320728.3770295
"2381","Mong Yang","2001",2402,2998.78002981433,7203069.63161401
"2382","Mong Yang","2002",2509,4136.26369021551,10377885.5987507
"2383","Mong Yang","2003",4117,3504.6600622451,14428685.4762631
"2384","Mong Yang","2004",3350,3967.93184835566,13292571.6919915
"2385","Mong Yang","2005",3939,3648.7456135347,14372408.9717132
"2386","Mong Yang","2006",4458,4608.47509310826,20544581.9650766
"2387","Mong Yang","2007",4900,4476.48591283496,21934780.9728913
"2388","Mong Yang","2008",3086,5088.29050569524,15702464.5005755
"2389","Mong Yang","2009",7648,5050.0823519492,38623029.8277075
"2390","Mong Yang","2010",4848,4403.44458637254,21347899.3547341
"2391","Mong Yang","2011",2443,4385.0353738488,10712641.4183126
"2392","Mong Yang","2012",3349,6049.11650223826,20258491.1659959
"2393","Mong Yang","2013",8977,4948.71175450292,44424585.4201727
"2394","Mong Yang","2014",8462,4995.52998135219,42272174.7022023
"2395","Mong Yang","2015",5108,8288.27236986653,42336495.2652782
"2396","Mong Yang","2016",4288,9813.252015257,42079224.641422
"2397","Mong Yang","2017",4639,9909.09026161079,45968269.7236124
"2398","Mong Yawng","2001",3913,4865.7075630933,19039513.6943841
"2399","Mong Yawng","2002",4825,5380.10436702193,25959003.5708808
"2400","Mong Yawng","2003",8643,6302.13009585596,54469310.4184831
"2401","Mong Yawng","2004",5825,5454.96813209208,31775189.3694364
"2402","Mong Yawng","2005",6796,5913.48478227146,40188042.5803168
"2403","Mong Yawng","2006",11469,7659.27490979871,87844223.9404814
"2404","Mong Yawng","2007",11330,8461.63408750136,95870314.2113904
"2405","Mong Yawng","2008",10136,7553.20657783975,76559301.8729837
"2406","Mong Yawng","2009",11829,8455.09858324938,100015361.141257
"2407","Mong Yawng","2010",13858,7352.92746189375,101896868.766924
"2408","Mong Yawng","2011",8240,7187.67319878775,59226427.158011
"2409","Mong Yawng","2012",19306,7260.42109974592,140169689.751695
"2410","Mong Yawng","2013",11569,9685.8799625774,112055945.287058
"2411","Mong Yawng","2014",19540,8189.38815480853,160020644.544959
"2412","Mong Yawng","2015",10609,20943.4487074917,222189047.33778
"2413","Mong Yawng","2016",8985,16682.233912912,149889871.707514
"2414","Mong Yawng","2017",7853,13384.2729458418,105106695.443696
"2415","Mongkhak","2001",1478,2655.43570188947,3924733.96739264
"2416","Mongkhak","2002",2219,3813.23823522102,8461575.64395544
"2417","Mongkhak","2003",3432,3479.45466463753,11941488.409036
"2418","Mongkhak","2004",2960,3633.57529421259,10755382.8708693
"2419","Mongkhak","2005",3720,3625.13901812291,13485517.1474172
"2420","Mongkhak","2006",3758,3655.30976187729,13736654.0851349
"2421","Mongkhak","2007",4198,3839.28124592329,16117302.670386
"2422","Mongkhak","2008",2742,3983.1190581734,10921712.4575115
"2423","Mongkhak","2009",8278,4261.18130152659,35274058.8140371
"2424","Mongkhak","2010",3551,3966.66945041794,14085643.2184341
"2425","Mongkhak","2011",2614,3203.72814336251,8374545.36674959
"2426","Mongkhak","2012",3108,4549.02862456887,14138380.96516
"2427","Mongkhak","2013",9615,4788.92713248727,46045534.3788651
"2428","Mongkhak","2014",8111,4826.67629922339,39149171.4630009
"2429","Mongkhak","2015",5085,8361.89034007289,42520212.3792706
"2430","Mongkhak","2016",4190,9251.17098780837,38762406.4389171
"2431","Mongkhak","2017",4369,9765.71939388055,42666428.0318641
"2432","Monyo","2001",4,1104.97163141207,4419.88652564829
"2433","Monyo","2002",4,2026.3915501787,8105.56620071479
"2434","Monyo","2003",7,1579.05358755615,11053.375112893
"2435","Monyo","2004",17,1126.86232605144,19156.6595428744
"2436","Monyo","2005",1,1471.34381946454,1471.34381946454
"2437","Monyo","2006",3,981.333475273834,2944.0004258215
"2438","Monyo","2007",2,3311.11383787174,6622.22767574347
"2439","Monyo","2008",6,1717.60566946123,10305.6340167674
"2440","Monyo","2009",4,1103.88952389342,4415.55809557367
"2441","Monyo","2010",6,1840.25693650101,11041.5416190061
"2442","Monyo","2011",7,946.930678548286,6628.514749838
"2443","Monyo","2012",35,905.046217385934,31676.6176085077
"2444","Monyo","2013",72,1114.84715426963,80268.9951074135
"2445","Monyo","2014",51,1400.99913787736,71450.9560317452
"2446","Monyo","2015",0,0,0
"2447","Monyo","2016",3,3682.73143143881,11048.1942943164
"2448","Monyo","2017",0,0,0
"2449","Monywa","2001",2,1434.63690177206,2869.27380354411
"2450","Monywa","2002",2,716.886325438003,1433.77265087601
"2451","Monywa","2003",2,1075.70842865129,2151.41685730257
"2452","Monywa","2004",9,1515.06138127562,13635.5524314806
"2453","Monywa","2005",2,718.134091403166,1436.26818280633
"2454","Monywa","2006",4,1614.02171024828,6456.08684099313
"2455","Monywa","2007",8,1076.23625074832,8609.89000598653
"2456","Monywa","2008",7,1332.22933044082,9325.60531308575
"2457","Monywa","2009",3,717.245424566588,2151.73627369977
"2458","Monywa","2010",2,2151.94515358249,4303.89030716498
"2459","Monywa","2011",4,2690.98596552584,10763.9438621033
"2460","Monywa","2012",22,2707.40422173166,59562.8928780965
"2461","Monywa","2013",9,1435.34114170287,12918.0702753258
"2462","Monywa","2014",38,4136.00536400154,157168.203832059
"2463","Monywa","2015",9,2950.65935878581,26555.9342290722
"2464","Monywa","2016",0,0,0
"2465","Monywa","2017",1,3585.20498071144,3585.20498071144
"2466","Moulmein","2001",9,990.288989600036,8912.60090640032
"2467","Moulmein","2002",1,742.726894276571,742.726894276571
"2468","Moulmein","2003",9,1568.03654130838,14112.3288717754
"2469","Moulmein","2004",18,2269.2408521702,40846.3353390635
"2470","Moulmein","2005",2,2228.33140761222,4456.66281522444
"2471","Moulmein","2006",55,2133.58632433281,117347.247838304
"2472","Moulmein","2007",42,2210.11599671825,92824.8718621666
"2473","Moulmein","2008",8,2877.99447224969,23023.9557779975
"2474","Moulmein","2009",48,2615.03160436845,125521.517009686
"2475","Moulmein","2010",44,2110.49193343469,92861.6450711262
"2476","Moulmein","2011",24,3590.46981755643,86171.2756213543
"2477","Moulmein","2012",45,1683.1498712791,75741.7442075596
"2478","Moulmein","2013",70,2525.09691924817,176756.784347372
"2479","Moulmein","2014",54,3150.05499158283,170102.969545473
"2480","Moulmein","2015",35,3713.72665507931,129980.432927776
"2481","Moulmein","2016",47,6969.40628917962,327562.095591442
"2482","Moulmein","2017",36,5054.40863165291,181958.710739505
"2483","Moulmeingyun","2001",22,1181.08870946787,25983.9516082931
"2484","Moulmeingyun","2002",5,2078.85930795223,10394.2965397612
"2485","Moulmeingyun","2003",13,799.58760307583,10394.6388399858
"2486","Moulmeingyun","2004",9,1402.57318801853,12623.1586921668
"2487","Moulmeingyun","2005",9,1072.4047036241,9651.64233261689
"2488","Moulmeingyun","2006",13,970.986926099626,12622.8300392951
"2489","Moulmeingyun","2007",9,825.269710802732,7427.42739722459
"2490","Moulmeingyun","2008",16,881.895328618928,14110.3252579029
"2491","Moulmeingyun","2009",1,742.485652146286,742.485652146286
"2492","Moulmeingyun","2010",13,1199.71471593422,15596.2913071448
"2493","Moulmeingyun","2011",11,1552.48407019782,17077.324772176
"2494","Moulmeingyun","2012",10,1039.87576288318,10398.7576288318
"2495","Moulmeingyun","2013",8,1022.83437284833,8182.67498278663
"2496","Moulmeingyun","2014",23,1486.78936537167,34196.1554035483
"2497","Moulmeingyun","2015",0,0,0
"2498","Moulmeingyun","2016",10,7811.82283510137,78118.2283510137
"2499","Moulmeingyun","2017",7,3294.79372696219,23063.5560887353
"2500","Mrauk-Oo","2001",550,1555.51381271178,855532.59699148
"2501","Mrauk-Oo","2002",1079,1383.7341911707,1493049.19227318
"2502","Mrauk-Oo","2003",869,1427.37278697459,1240386.95188092
"2503","Mrauk-Oo","2004",1743,1490.46283053183,2597876.71361698
"2504","Mrauk-Oo","2005",618,1587.48278778309,981064.362849951
"2505","Mrauk-Oo","2006",604,1566.06282188951,945901.944421266
"2506","Mrauk-Oo","2007",23,1228.79534220459,28262.2928707057
"2507","Mrauk-Oo","2008",1048,1643.27256247697,1722149.64547586
"2508","Mrauk-Oo","2009",1278,1663.17911363474,2125542.9072252
"2509","Mrauk-Oo","2010",189,2354.28171244567,444959.243652232
"2510","Mrauk-Oo","2011",3250,2277.86295138003,7403054.59198511
"2511","Mrauk-Oo","2012",1408,1606.32242871292,2261701.97962779
"2512","Mrauk-Oo","2013",2473,2121.87233955106,5247390.29570977
"2513","Mrauk-Oo","2014",1771,3496.05395269281,6191511.55021897
"2514","Mrauk-Oo","2015",837,8203.42126031597,6866263.59488447
"2515","Mrauk-Oo","2016",468,14488.5002654834,6780618.12424624
"2516","Mrauk-Oo","2017",458,13114.2935584126,6006346.44975295
"2517","Mu-Se","2001",903,2220.28632010402,2004918.54705393
"2518","Mu-Se","2002",1639,2389.64730470283,3916631.93240793
"2519","Mu-Se","2003",1893,3541.45931546634,6703982.48417778
"2520","Mu-Se","2004",2804,3123.27685908519,8757668.31287487
"2521","Mu-Se","2005",1872,3289.99434378751,6158869.41157022
"2522","Mu-Se","2006",3248,3857.08329391755,12527806.5386442
"2523","Mu-Se","2007",3710,3993.83496298567,14817127.7126768
"2524","Mu-Se","2008",1872,4059.38937561003,7599176.91114197
"2525","Mu-Se","2009",3271,4715.32100048137,15423814.9925746
"2526","Mu-Se","2010",2499,3588.86838459464,8968582.09310201
"2527","Mu-Se","2011",1905,4480.36747909808,8535100.04768183
"2528","Mu-Se","2012",7058,3696.73530420104,26091557.7770509
"2529","Mu-Se","2013",7493,3341.55100898735,25038241.7103422
"2530","Mu-Se","2014",8987,3582.05972887893,32191970.7834349
"2531","Mu-Se","2015",3558,5575.41937616252,19837342.1403862
"2532","Mu-Se","2016",3254,6843.81199484762,22269764.2312342
"2533","Mu-Se","2017",2883,7173.79683624046,20682056.2788812
"2534","Mudon","2001",268,2337.25222546127,626383.596423619
"2535","Mudon","2002",89,1462.77653534189,130187.111645428
"2536","Mudon","2003",37,1527.83487754433,56529.8904691403
"2537","Mudon","2004",180,1822.55959012921,328060.726223258
"2538","Mudon","2005",457,7526.48374577584,3439603.07181956
"2539","Mudon","2006",1354,4568.38419982361,6185592.20656116
"2540","Mudon","2007",527,3960.25009857913,2087051.8019512
"2541","Mudon","2008",345,3283.73528329268,1132888.67273597
"2542","Mudon","2009",992,4334.16946984766,4299496.11408888
"2543","Mudon","2010",1072,4105.95009340134,4401578.50012624
"2544","Mudon","2011",909,3711.98203818584,3374191.67271093
"2545","Mudon","2012",745,2425.35384092384,1806888.61148826
"2546","Mudon","2013",1068,3044.26952019753,3251279.84757096
"2547","Mudon","2014",914,5302.88111326737,4846833.33752637
"2548","Mudon","2015",554,9708.40667270911,5378457.29668085
"2549","Mudon","2016",699,14108.4912037048,9861835.35138968
"2550","Mudon","2017",608,11502.3455996141,6993426.12456538
"2551","Myaing","2001",76,1420.86141472178,107985.467518855
"2552","Myaing","2002",68,1217.06550124489,82760.4540846528
"2553","Myaing","2003",89,1334.52079574682,118772.350821467
"2554","Myaing","2004",136,1370.59370653306,186400.744088496
"2555","Myaing","2005",157,2040.64475701202,320381.226850887
"2556","Myaing","2006",113,1815.25820285116,205124.176922181
"2557","Myaing","2007",164,1457.22482001346,238984.870482207
"2558","Myaing","2008",114,1382.78122777229,157637.059966041
"2559","Myaing","2009",53,1548.52451093518,82071.7990795645
"2560","Myaing","2010",100,1619.44877656823,161944.877656823
"2561","Myaing","2011",145,1593.4923826018,231056.395477261
"2562","Myaing","2012",156,1393.59517162144,217400.846772945
"2563","Myaing","2013",43,1507.03765772659,64802.6192822435
"2564","Myaing","2014",19,1099.06840277677,20882.2996527586
"2565","Myaing","2015",20,2483.16922618082,49663.3845236165
"2566","Myaing","2016",6,4197.44418700184,25184.6651220111
"2567","Myaing","2017",8,4677.31799682741,37418.5439746192
"2568","Myanaung","2001",213,2454.41161212209,522789.673382006
"2569","Myanaung","2002",88,1505.66467911575,132498.491762186
"2570","Myanaung","2003",182,1756.06868169298,319604.500068123
"2571","Myanaung","2004",224,1337.3824337576,299573.665161703
"2572","Myanaung","2005",268,1356.76577698649,363613.22823238
"2573","Myanaung","2006",446,1724.10059133195,768948.863734048
"2574","Myanaung","2007",123,4484.95391123822,551649.331082301
"2575","Myanaung","2008",310,2382.59877050532,738605.618856649
"2576","Myanaung","2009",296,2373.53579811264,702566.596241341
"2577","Myanaung","2010",289,2142.01745569869,619043.044696922
"2578","Myanaung","2011",515,2175.05874694871,1120155.25467858
"2579","Myanaung","2012",560,1254.40152361423,702464.853223968
"2580","Myanaung","2013",1619,1366.66069753055,2212623.66930196
"2581","Myanaung","2014",816,1824.67640067314,1488935.94294928
"2582","Myanaung","2015",94,2709.57415084316,254699.970179257
"2583","Myanaung","2016",282,7146.04096490886,2015183.5521043
"2584","Myanaung","2017",145,7097.99277757258,1029208.95274802
"2585","Myaung","2001",2,719.66649753985,1439.3329950797
"2586","Myaung","2002",7,821.474885784771,5750.32420049339
"2587","Myaung","2003",0,0,0
"2588","Myaung","2004",1,718.813471421471,718.813471421471
"2589","Myaung","2005",2,719.578051297489,1439.15610259498
"2590","Myaung","2006",6,1798.76407487776,10792.5844492666
"2591","Myaung","2007",7,5039.87918196896,35279.1542737827
"2592","Myaung","2008",4,1079.65808478357,4318.6323391343
"2593","Myaung","2009",6,4559.90819841416,27359.449190485
"2594","Myaung","2010",4,3060.34085637506,12241.3634255002
"2595","Myaung","2011",1,719.167077985472,719.167077985472
"2596","Myaung","2012",4,1078.9947279731,4315.97891189239
"2597","Myaung","2013",1,1439.18980923221,1439.18980923221
"2598","Myaung","2014",1,719.440290164238,719.440290164238
"2599","Myaung","2015",0,0,0
"2600","Myaung","2016",0,0,0
"2601","Myaung","2017",0,0,0
"2602","Myaungmya","2001",27,1045.11178336342,28218.0181508122
"2603","Myaungmya","2002",19,1367.70938692341,25986.4783515448
"2604","Myaungmya","2003",21,1024.89055273876,21522.7016075139
"2605","Myaungmya","2004",22,1080.04730165373,23761.0406363821
"2606","Myaungmya","2005",19,1367.52584704349,25982.9910938262
"2607","Myaungmya","2006",61,1533.89967161432,93567.8799684736
"2608","Myaungmya","2007",18,1567.59183392207,28216.6530105973
"2609","Myaungmya","2008",127,2063.88117437792,262112.909145996
"2610","Myaungmya","2009",50,1870.86740072079,93543.3700360393
"2611","Myaungmya","2010",58,2317.54846423958,134417.810925896
"2612","Myaungmya","2011",117,1935.50962229941,226454.625809031
"2613","Myaungmya","2012",259,1301.88516031805,337188.256522374
"2614","Myaungmya","2013",285,1980.44319837319,564426.31153636
"2615","Myaungmya","2014",395,3288.17886171132,1298830.65037597
"2616","Myaungmya","2015",114,6181.61416612276,704704.014937995
"2617","Myaungmya","2016",266,10316.4040321686,2744163.47255685
"2618","Myaungmya","2017",257,8805.30409663899,2262963.15283622
"2619","Myawadi","2001",2938,2320.59568435911,6817910.12064705
"2620","Myawadi","2002",2186,2803.9117786803,6129351.14819514
"2621","Myawadi","2003",2796,3302.32863209967,9233310.85535068
"2622","Myawadi","2004",6398,5074.30910109851,32465429.6288282
"2623","Myawadi","2005",3141,2905.53438937935,9126283.51704052
"2624","Myawadi","2006",7901,6992.95270271349,55251319.3041393
"2625","Myawadi","2007",6386,7671.50783948661,48990249.0629615
"2626","Myawadi","2008",4361,6567.4403320576,28640607.2881032
"2627","Myawadi","2009",8248,5739.08033034396,47335934.564677
"2628","Myawadi","2010",9716,6633.87264928325,64454706.6604361
"2629","Myawadi","2011",4549,4779.46497791008,21741786.184513
"2630","Myawadi","2012",12187,3961.32754470475,48276698.7873168
"2631","Myawadi","2013",13334,2937.15623199028,39164041.1973584
"2632","Myawadi","2014",18625,4382.83395579176,81630282.4266216
"2633","Myawadi","2015",7678,6348.50672556539,48743834.6388911
"2634","Myawadi","2016",8303,9439.4218199045,78375519.3706671
"2635","Myawadi","2017",8574,7784.15662434742,66741358.8971548
"2636","Myayde (Aunglan)","2001",323,1388.53303206366,448496.169356562
"2637","Myayde (Aunglan)","2002",335,1399.90151433836,468967.007303352
"2638","Myayde (Aunglan)","2003",1308,1426.98334166576,1866494.21089881
"2639","Myayde (Aunglan)","2004",497,1451.61398846648,721452.15226784
"2640","Myayde (Aunglan)","2005",733,1461.5317111968,1071302.74430725
"2641","Myayde (Aunglan)","2006",588,1576.42101711135,926935.558061476
"2642","Myayde (Aunglan)","2007",386,1975.02041048351,762357.878446637
"2643","Myayde (Aunglan)","2008",1402,1728.13730462463,2422848.50108373
"2644","Myayde (Aunglan)","2009",2758,1789.33018942193,4934972.66242569
"2645","Myayde (Aunglan)","2010",1868,2062.76631379714,3853247.47417305
"2646","Myayde (Aunglan)","2011",1281,2264.27572282657,2900537.20094084
"2647","Myayde (Aunglan)","2012",2499,1736.65463773424,4339899.93969787
"2648","Myayde (Aunglan)","2013",6170,1511.42456989381,9325489.59624478
"2649","Myayde (Aunglan)","2014",8275,2584.49081140406,21386661.4643686
"2650","Myayde (Aunglan)","2015",1055,3756.111093803,3962697.20396216
"2651","Myayde (Aunglan)","2016",543,7726.93546749884,4195725.95885187
"2652","Myayde (Aunglan)","2017",497,9469.6151264399,4706398.71784063
"2653","Myebon","2001",1347,2768.20763099471,3728775.67894988
"2654","Myebon","2002",1439,5157.00516052644,7420930.42599754
"2655","Myebon","2003",859,5585.67059531501,4798091.04137559
"2656","Myebon","2004",2022,7283.076722812,14726381.1335259
"2657","Myebon","2005",1144,5709.41768891888,6531573.8361232
"2658","Myebon","2006",2018,6959.07739675164,14043418.1866448
"2659","Myebon","2007",1541,8318.94275953608,12819490.7924451
"2660","Myebon","2008",2478,8722.25229585963,21613741.1891402
"2661","Myebon","2009",4069,7377.62375424475,30019551.0560219
"2662","Myebon","2010",12634,8797.75033369897,111150777.715953
"2663","Myebon","2011",1978,3421.17372820568,6767081.63439083
"2664","Myebon","2012",2184,3245.53676665109,7088252.29836599
"2665","Myebon","2013",2532,1783.86166573402,4516737.73763853
"2666","Myebon","2014",2747,2689.55318651484,7388202.60335627
"2667","Myebon","2015",625,6459.20535111273,4037003.34444545
"2668","Myebon","2016",607,6706.29280417546,4070719.7321345
"2669","Myebon","2017",800,6037.52512854891,4830020.10283913
"2670","Myingyan","2001",3,960.912535719767,2882.7376071593
"2671","Myingyan","2002",1,720.82146286908,720.82146286908
"2672","Myingyan","2003",2,720.711181644098,1441.4223632882
"2673","Myingyan","2004",0,0,0
"2674","Myingyan","2005",5,864.593172005347,4322.96586002673
"2675","Myingyan","2006",5,1440.2582445193,7201.29122259651
"2676","Myingyan","2007",8,4500.8239357864,36006.5914862912
"2677","Myingyan","2008",13,1108.59947178382,14411.7931331897
"2678","Myingyan","2009",4,6480.76072649103,25923.0429059641
"2679","Myingyan","2010",6,2640.77329029188,15844.6397417513
"2680","Myingyan","2011",5,720.507604989344,3602.53802494672
"2681","Myingyan","2012",9,1280.30908967818,11522.7818071036
"2682","Myingyan","2013",13,997.569485914697,12968.4033168911
"2683","Myingyan","2014",10,1439.58486318284,14395.8486318284
"2684","Myingyan","2015",2,2160.53435567742,4321.06871135483
"2685","Myingyan","2016",0,0,0
"2686","Myingyan","2017",0,0,0
"2687","Myinmu","2001",0,0,0
"2688","Myinmu","2002",0,0,0
"2689","Myinmu","2003",0,0,0
"2690","Myinmu","2004",1,718.652222087578,718.652222087578
"2691","Myinmu","2005",3,1436.27687759785,4308.83063279355
"2692","Myinmu","2006",0,0,0
"2693","Myinmu","2007",1,717.652248575199,717.652248575199
"2694","Myinmu","2008",0,0,0
"2695","Myinmu","2009",0,0,0
"2696","Myinmu","2010",1,718.421726856476,718.421726856476
"2697","Myinmu","2011",0,0,0
"2698","Myinmu","2012",0,0,0
"2699","Myinmu","2013",2,717.872792667752,1435.7455853355
"2700","Myinmu","2014",0,0,0
"2701","Myinmu","2015",4,1972.95421152015,7891.81684608058
"2702","Myinmu","2016",0,0,0
"2703","Myinmu","2017",0,0,0
"2704","Myitha","2001",103,1176.91572583878,121222.319761394
"2705","Myitha","2002",75,980.987093557436,73574.0320168077
"2706","Myitha","2003",59,1761.22255804254,103912.13092451
"2707","Myitha","2004",31,1605.80643546555,49779.999499432
"2708","Myitha","2005",47,1596.09738324636,75016.5770125787
"2709","Myitha","2006",66,1552.45543520418,102462.058723476
"2710","Myitha","2007",44,1655.6588973708,72848.9914843153
"2711","Myitha","2008",107,1517.19215863338,162339.560973771
"2712","Myitha","2009",100,1962.47780175592,196247.780175592
"2713","Myitha","2010",64,1510.80950146402,96691.8080936975
"2714","Myitha","2011",94,1965.69858630593,184775.667112757
"2715","Myitha","2012",151,1519.06776357719,229379.232300155
"2716","Myitha","2013",281,1758.95803689209,494267.208366678
"2717","Myitha","2014",195,2161.03748661817,421402.309890544
"2718","Myitha","2015",98,2480.69095493281,243107.713583415
"2719","Myitha","2016",41,4330.10955481105,177534.491747253
"2720","Myitha","2017",27,7428.89148291697,200580.070038758
"2721","Myitkyina","2001",4719,3977.10372257483,18767952.4668306
"2722","Myitkyina","2002",4004,4039.13513783849,16172697.0919053
"2723","Myitkyina","2003",8868,3576.23723707225,31714071.8183567
"2724","Myitkyina","2004",6644,4193.71116823939,27863017.0017825
"2725","Myitkyina","2005",8724,4896.6889095784,42718714.0471619
"2726","Myitkyina","2006",7964,5531.43882078559,44052378.7687365
"2727","Myitkyina","2007",11588,7076.4405897287,82001793.5537762
"2728","Myitkyina","2008",6548,5981.0893016924,39164172.7474818
"2729","Myitkyina","2009",19191,7781.30040573564,149330936.086473
"2730","Myitkyina","2010",10262,6648.12719172662,68223081.2414985
"2731","Myitkyina","2011",9268,6057.45774257349,56140518.3581711
"2732","Myitkyina","2012",12306,4473.22314218579,55047483.9877383
"2733","Myitkyina","2013",10942,5294.06269860087,57927634.0480908
"2734","Myitkyina","2014",16420,5803.31598898477,95290448.5391299
"2735","Myitkyina","2015",8271,8745.03503993299,72330184.8152858
"2736","Myitkyina","2016",8364,10980.1961040621,91838360.2143756
"2737","Myitkyina","2017",7988,12567.8147722201,100391704.400494
"2738","Myothit","2001",206,1553.05212874542,319928.738521556
"2739","Myothit","2002",277,1677.32027800135,464617.717006374
"2740","Myothit","2003",571,2169.94863157006,1239040.6686265
"2741","Myothit","2004",555,2015.04716968113,1118351.17917303
"2742","Myothit","2005",463,2107.68303326839,975857.244403265
"2743","Myothit","2006",419,2349.69247591355,984521.147407777
"2744","Myothit","2007",225,2795.1186256423,628901.690769517
"2745","Myothit","2008",926,2673.78187405138,2475922.01537158
"2746","Myothit","2009",2335,2488.29715354122,5810173.85351874
"2747","Myothit","2010",1374,2863.72081578347,3934752.40088649
"2748","Myothit","2011",955,2167.61966163075,2070076.77685737
"2749","Myothit","2012",403,1847.82258940641,744672.503530782
"2750","Myothit","2013",105,1406.0518821619,147635.447626999
"2751","Myothit","2014",46,1485.7647170499,68345.1769842955
"2752","Myothit","2015",9,2263.79980407907,20374.1982367116
"2753","Myothit","2016",11,3770.89096334577,41479.8005968034
"2754","Myothit","2017",4,7092.56955525879,28370.2782210352
"2755","Namhkan","2001",1625,4119.10072995016,6693538.68616901
"2756","Namhkan","2002",2614,4518.99849550642,11812662.0672538
"2757","Namhkan","2003",2445,4756.38544969979,11629362.424516
"2758","Namhkan","2004",3278,5263.03811214543,17252238.9316127
"2759","Namhkan","2005",2607,4299.69049010153,11209293.1076947
"2760","Namhkan","2006",3730,4950.25068294575,18464435.0473876
"2761","Namhkan","2007",4077,4380.38824893981,17858842.8909276
"2762","Namhkan","2008",2183,4199.71957836446,9167987.83956961
"2763","Namhkan","2009",4328,4877.92808838373,21111672.7665248
"2764","Namhkan","2010",3876,4004.73062135612,15522335.8883763
"2765","Namhkan","2011",3116,4029.16857214419,12554889.2708013
"2766","Namhkan","2012",6973,4192.34413057709,29233215.6225141
"2767","Namhkan","2013",6777,6480.3110841924,43917068.2175719
"2768","Namhkan","2014",11249,4989.30970443968,56124744.8652419
"2769","Namhkan","2015",5110,8744.91860437326,44686534.0683473
"2770","Namhkan","2016",5052,10698.1622719283,54047115.7977819
"2771","Namhkan","2017",5453,10975.1695240559,59847599.414677
"2772","Namhsan","2001",1871,2481.12550416443,4642185.81829166
