region,district,township,loss,treecover2000,percentloss,year
Kachin,Bhamo,Momauk,7191,3029632,0.002373556,2013
Kachin,Myitkyina,Mogaung,4570,2400590,0.001903699,2013
Kachin,Myitkyina,Kamaing,21509,8254148,0.002605841,2013
Kachin,Myitkyina,Mohnyin,14107,7991544,0.001765241,2013
Kachin,Bhamo,Shwegu,3609,3620744,9.96756e-4,2013
Kachin,Bhamo,Bhamo,10657,2625746,0.004058656,2013
Sagaing,Katha,Katha,17420,2009361,0.008669423,2013
Shan,Kyaukme,Mabein,7650,5886379,0.001299611,2013
Kachin,Bhamo,Mansi,16514,3763269,0.004388206,2013
Shan,Kyaukme,Mong Mit,12701,3552712,0.003575015,2013
Shan,Kyaukme,Namtu,95223,5250164,0.018137148,2013
Shan,Kyaukme,Namhsan,10335,1216058,0.008498772,2013
Mandalay,Pyin-Oo-Lwin,Mogok,5262,1428007,0.003684856,2013
Sagaing,Katha,Tigyaing,7373,1927501,0.00382516,2013
Sagaing,Katha,Indaw,2824,1581718,0.0017854,2013
Sagaing,Katha,Kawlin,5639,1333939,0.00422733,2013
Sagaing,Katha,Wuntho,3219,951653,0.003382535,2013
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,9348,2255202,0.004145083,2013
Sagaing,Shwebo,Kanbalu,8627,1267477,0.006806435,2013
Sagaing,Shwebo,Tantabin,475,38373,0.012378495,2013
Sagaing,Shwebo,Khin-U,263,15988,0.016449837,2013
Sagaing,Shwebo,Kyunhla,2418,2033078,0.00118933,2013
Sagaing,Shwebo,Taze,3400,601324,0.00565419,2013
Sagaing,Shwebo,Ye-U,6553,469719,0.013950894,2013
Sagaing,Katha,Pinlebu,11658,3995772,0.002917584,2013
Sagaing,Mawleik,Phaungbyin,8603,4061903,0.002117973,2013
Sagaing,Katha,Banmauk,7390,4469873,0.001653291,2013
Sagaing,Hkamti,Homalin,48954,13876705,0.003527783,2013
Sagaing,Hkamti,Khamti,33457,11956278,0.002798279,2013
Sagaing,Hkamti,Lashe,9297,3399951,0.002734451,2013
Sagaing,Hkamti,Lahe,118781,5607799,0.021181394,2013
Sagaing,Hkamti,Nanyun,47957,9464441,0.005067072,2013
Kachin,Myitkyina,Tanai,39500,17326417,0.002279756,2013
Kachin,Putao,Putao,16154,6765107,0.002387841,2013
Sagaing,Tamu,Tamu,6404,1883723,0.003399651,2013
Sagaing,Mawleik,Mawlaik,3896,5103451,7.63405e-4,2013
Sagaing,Kalemyo,Kalewa,1890,2672961,7.07081e-4,2013
Chin,Palam,Falam,11217,2151216,0.00521426,2013
Chin,Palam,Tiddim,32658,3233127,0.010101057,2013
Chin,Palam,Tonzang,27509,4638234,0.005930921,2013
Tanintharyi,Kawthoung,Kawthaung,44784,3140789,0.014258838,2014
Ayeyarwady,Bassein,Ngaputaw,13585,2258207,0.006015835,2014
Ayeyarwady,Myoungmya,Labutta,369,78864,0.004678941,2014
Ayeyarwady,Myoungmya,Myaungmya,1692,225412,0.007506255,2014
Ayeyarwady,Myoungmya,Wakema,27,17986,0.001501168,2014
Rakhine,Maungtaw,Maungdaw,11104,1296413,0.008565172,2014
Rakhine,Buthidaung,Buthidaung,18366,2160957,0.008499012,2014
Rakhine,Buthidaung,Ponnagyun & Rathedaung,4335,1031589,0.004202255,2014
Rakhine,Buthidaung,Sittwe (Akyab),1,2179,4.58926e-4,2014
Rakhine,Sittwe,Pauktaw,618,199933,0.003091035,2014
Rakhine,Sittwe,Myebon,7354,1624717,0.004526327,2014
Rakhine,Kyaunkpyu,Kyaukpyu,2908,587306,0.004951422,2014
Rakhine,Kyaunkpyu,An,40514,8382837,0.00483297,2014
Rakhine,Sittwe,Minbya,13073,3658938,0.003572895,2014
Rakhine,Sittwe,Mrauk-Oo,3775,603619,0.006253945,2014
Chin,Mindat,Paletwa,124635,12225679,0.010194526,2014
Chin,Mindat,Kanpetlet,26522,2850034,0.009305854,2014
Rakhine,Sittwe,Kyauktaw,5240,1475443,0.003551476,2014
Chin,Mindat,Matupi,50801,6387534,0.007953147,2014
Chin,Palam,Thlangtlang,77262,4675850,0.016523627,2014
Chin,Palam,Haka,23491,4694623,0.00500381,2014
Chin,Mindat,Mindat,65587,4717849,0.013901886,2014
Magway,Pakokku,Saw,9481,1787752,0.005303308,2014
Magway,Pakokku,Seikpyu,108,225644,4.7863e-4,2014
Magway,Pakokku,Pauk,350,569137,6.14966e-4,2014
Magway,Pakokku,Htilin,3788,930198,0.004072251,2014
Magway,Pakokku,Gangaw,16924,1661654,0.010185033,2014
Sagaing,Kalemyo,Kale,12603,2412434,0.005224184,2014
Sagaing,Kalemyo,Mingin,1586,3471362,4.56881e-4,2014
Sagaing,Monywa,Kani,2272,2650588,8.57168e-4,2014
Sagaing,Monywa,Pale,2519,673174,0.003741975,2014
Magway,Pakokku,Myaing,2,4848,4.12541e-4,2014
Sagaing,Monywa,Yinmabin,167,24038,0.006947333,2014
Sagaing,Monywa,Budalin,15,4327,0.003466605,2014
Sagaing,Monywa,Monywa,8,709,0.011283498,2014
Sagaing,Monywa,Salingyi,518,1731,0.299248989,2014
Magway,Pakokku,Yesagyo,0,2253,0,2014
Magway,Pakokku,Pakokku,1,975,0.001025641,2014
Mandalay,Myingyan,Nyaungu,11,308,0.035714286,2014
Mandalay,Myingyan,Kyaukpadaung,0,76372,0,2014
Magway,Magwe Minbu,Chauk,0,338,0,2014
Magway,Minbu,Salin,2957,464085,0.006371678,2014
Magway,Magwe Minbu,Yenangyaung,1,111,0.009009009,2014
Magway,Magwe Minbu,Magwe,1,150,0.006666667,2014
Magway,Minbu,Minbu (Sagu),37,93038,3.97687e-4,2014
Magway,Minbu,Pwinbyu,328,209815,0.001563282,2014
Magway,Minbu,Sidoktaya,14054,2863453,0.00490806,2014
Magway,Minbu,Ngape,6758,880920,0.007671525,2014
Magway,Thayetmyo,Minhla,4793,720876,0.006648855,2014
Magway,Thayetmyo,Mindon,11391,2155693,0.005284148,2014
Magway,Thayetmyo,Sinbaungwe (Tantabin),1255,191828,0.0065423190000000004,2014
Magway,Thayetmyo,Thayet,1845,131013,0.014082572,2014
Magway,Thayetmyo,Kama,4666,608776,0.00766456,2014
Rakhine,Thandwe,Taungup,19817,5478524,0.003617215,2014
Rakhine,Thandwe,Arakan (Sandoway),8395,4649772,0.001805465,2014
Bago,Pyay,Padaung,3251,1760537,0.001846596,2014
Bago,Pyay,Shwedaung,415,50887,0.008155325,2014
Ayeyarwady,Hinthada,Kyangin,835,470713,0.001773905,2014
Ayeyarwady,Hinthada,Myanaung,1067,694854,0.001535574,2014
Ayeyarwady,Hinthada,Ingapu,1935,875065,0.002211264,2014
Rakhine,Thandwe,Gwa,10277,3113144,0.003301164,2014
Rakhine,Kyaunkpyu,Man Aung,645,252183,0.002557666,2014
Rakhine,Kyaunkpyu,Ramree,2125,917803,0.002315312,2014
Ayeyarwady,Bassein,Bassein West,21690,1121269,0.019344154,2014
Ayeyarwady,Bassein,Thabaung,7410,1591547,0.004655847,2014
Ayeyarwady,Hinthada,Lemyethna,4646,585055,0.007941134,2014
Ayeyarwady,Bassein,Yegyi,822,453532,0.001812441,2014
Ayeyarwady,Bassein,Kyonpyaw,200,87870,0.00227609,2014
Ayeyarwady,Bassein,Kyaunggon,8,20394,3.92272e-4,2014
Ayeyarwady,Myoungmya,Einme,4,32902,1.21573e-4,2014
Ayeyarwady,Myoungmya,Moulmeingyun,12,10347,0.001159756,2014
Ayeyarwady,Maubin,Pantanaw,395,136447,0.002894897,2014
Ayeyarwady,Pharpon,Kyaiklat,6,24235,2.47576e-4,2014
Ayeyarwady,Maubin,Ma-Ubin,57,20191,0.00282304,2014
Ayeyarwady,Maubin,Irrawaddy,3,25431,1.17966e-4,2014
Ayeyarwady,Maubin,Yandoon,128,58093,0.002203364,2014
Ayeyarwady,Maubin,Danubyu,79,46895,0.001684615,2014
Yangon,Yangon-N,Taikkyi,43,29022,0.001481635,2014
Ayeyarwady,Hinthada,Henzada,203,76335,0.002659331,2014
Ayeyarwady,Hinthada,Danubyu,111,56837,0.001952953,2014
Bago,Thayarwady,Minhla,5187,1072069,0.004838308,2014
Ayeyarwady,Hinthada,Zalun,79,40527,0.001949318,2014
Bago,Thayarwady,Monyo,70,17778,0.003937451,2014
Bago,Thayarwady,Tharrawaddy,71,19361,0.003667166,2014
Yangon,Yangon-N,Hmawbi,2171,738893,0.002938179,2014
Yangon,Yangon-N,Hlegu,7796,867395,0.008987831,2014
Bago,Thayarwady,Letpatan,1298,609211,0.002130625,2014
Bago,Pegu,Bago (Pegu),55213,2458344,0.022459428,2014
Bago,Pegu,Kyauktaga,14730,2811773,0.005238687,2014
Bago,Pegu,Daik-U,3416,467487,0.007307155,2014
Bago,Pegu,Kawa,3,15215,1.97174e-4,2014
Yangon,Yangon-S,Kayan,2,4798,4.1684e-4,2014
Yangon,Yangon-S,Syriam,15,2559,0.005861665,2014
Yangon,Yangon-E,Yangon (Rangoon),109,2381,0.045779084,2014
Yangon,Yangon-W,Yangon (Rangoon),59,5167,0.011418618,2014
Yangon,Yangon-N,Htantabin,12,3599,0.00333426,2014
Yangon,Yangon-S,Insein,16,11756,0.001361007,2014
Yangon,Yangon-S,Kawkhmu,928,185181,0.005011313,2014
Ayeyarwady,Pharpon,Dedaye,56,13432,0.004169148,2014
Yangon,Yangon-S,Kungyangon,194,64359,0.003014341,2014
Yangon,Yangon-S,Kyauktan,37,3667,0.010089992,2014
Yangon,Yangon-S,Thongwa,5,2050,0.002439024,2014
Bago,Pegu,Thanatpin,12,9451,0.001269707,2014
Mon,Thaton,Bilin,28399,1877036,0.015129704,2014
Mon,Thaton,Paung,6578,240921,0.027303556,2014
Mon,Mawlamyine,Chaungzon,1081,57547,0.018784646,2014
Mon,Mawlamyine,Moulmein,194,15320,0.012663185,2014
Mon,Mawlamyine,Mudon,4026,257485,0.015635862,2014
Mon,Mawlamyine,Kyaikmaraw,20979,556959,0.037667046,2014
Kayin,Kawkareik,Pa-An,31511,1419591,0.022197239,2014
Mon,Thaton,Thaton,10999,631416,0.017419578,2014
Kayin,Kawkareik,Hlaingbwe,57939,4235041,0.013680859,2014
Mon,Thaton,Kyaikto,23165,871958,0.026566647,2014
Bago,Pegu,Shwegyin,38705,2804952,0.01379881,2014
Kayin,Kawkareik,Papun,143728,8723762,0.016475461,2014
Bago,Pegu,Nyaungiebin,16,21410,7.47314e-4,2014
Bago,Pegu,Waw,89,16993,0.005237451,2014
Bago,Taungoo,Pyu,59767,1819751,0.032843504,2014
Bago,Taungoo,Kyaukki,21971,2323858,0.009454536,2014
Bago,Taungoo,Oktwin,13193,1286045,0.010258583,2014
Bago,Taungoo,Tantabin,546,143523,0.003804268,2014
Kayin,Kawkareik,Thandaung,34312,4749629,0.007224143,2014
Kayah,Bawlake,Pasawng,14855,4227571,0.003513838,2014
Kayah,Bawlake,Bawlakhe,23815,2291745,0.010391645,2014
Kayah,Loikaw,Hsataw,15984,2785146,0.005739017,2014
Kayah,Loikaw,Loi-Kaw,11298,753318,0.01499765,2014
Kayah,Loikaw,Dimawhso,4342,628872,0.006904426,2014
Kayah,Loikaw,Phruhso,54901,1775508,0.030921291,2014
Shan,Taunggye,Pekhon,42480,1490498,0.028500541,2014
Bago,Taungoo,Thoungoo,24548,1777331,0.013811721,2014
Bago,Taungoo,Yedashe,32918,2479131,0.01327804,2014
Mandalay,Yamethin,Pyinmana,17402,1787922,0.009733087,2014
Mandalay,Yamethin,Lewe,5451,1354456,0.004024494,2014
Magway,Thayetmyo,Myayde (Aunglan),12462,732273,0.017018243,2014
Bago,Pyay,Paukkaung,16726,992210,0.016857319,2014
Bago,Pyay,Thegon,2568,207321,0.012386589,2014
Bago,Thayarwady,Nattalin,7528,810129,0.009292347,2014
Bago,Thayarwady,Okpo,2547,695350,0.003662904,2014
Bago,Thayarwady,Gyobingauk,3226,413210,0.007807168,2014
Bago,Pyay,Paungde,0,4309,0,2014
Bago,Pyay,Prome,132,16598,0.007952765,2014
Bago,Thayarwady,Zigon,4,10018,3.99281e-4,2014
Magway,Magwe Minbu,Taungdwingyi,632,311124,0.002031344,2014
Magway,Magwe Minbu,Myothit,59,154590,3.81655e-4,2014
Naypyitaw,Naypyitaw,Pyinmana,202,2581,0.078264239,2014
Mandalay,Yamethin,Tatkon,2686,1412850,0.001901122,2014
Shan,Taunggye,Pinlaung,63065,2745409,0.022971076,2014
Mandalay,Yamethin,Yamethin,4760,938041,0.005074405,2014
Magway,Magwe Minbu,Natmauk,1,2017,4.95786e-4,2014
Mandalay,Meiktila,Pyawbwe,973,530877,0.001832816,2014
Mandalay,Meiktila,Thazi,4815,774816,0.006214379,2014
Shan,Taunggye,Ye-Ngan,5321,3292535,0.00161608,2014
Mandalay,Meiktila,Wudwin,78,68050,0.001146216,2014
Mandalay,Meiktila,Meiktila,14,268,0.052238806,2014
Mandalay,Myingyan,Mahlaing,7,2501,0.00279888,2014
Mandalay,Myingyan,Taungtha,6,1322,0.004538578,2014
Mandalay,Myingyan,Myingyan,5,766,0.006527415,2014
Mandalay,Myingyan,Natogyi,7,1521,0.004602235,2014
Sagaing,Sagaing,Ngazun,14,727,0.019257221,2014
Sagaing,Sagaing,Myaung,1,257,0.003891051,2014
Sagaing,Monywa,Chaung-U,3,1076,0.002788104,2014
Sagaing,Sagaing,Myinmu,0,79,0,2014
Sagaing,Monywa,Ayadaw,159,384,0.4140625,2014
Sagaing,Shwebo,Tabayin,232,18864,0.012298558,2014
Sagaing,Shwebo,Wetlet,52,1306,0.039816233,2014
Sagaing,Shwebo,Shwebo,51,2448,0.020833333,2014
Sagaing,Sagaing,Sagaing,18,2838,0.006342495,2014
Mandalay,Kyaukse,Tada-U,147,1418,0.103667137,2014
Mandalay,Kyaukse,Singaing,141,35339,0.003989926,2014
Mandalay,Mandalay,Amarapura,19,1298,0.014637904,2014
Mandalay,Mandalay,Mandalay,26,759,0.034255599,2014
Mandalay,Pyin-Oo-Lwin,Madaya,799,517533,0.001543863,2014
Mandalay,Pyin-Oo-Lwin,Singu,2808,1059228,0.002650987,2014
Mandalay,Mandalay,Patheingyi,3669,469015,0.007822778,2014
Shan,Kyaukme,Nawnghkio,20122,2475471,0.008128554,2014
Mandalay,Mandalay,Maymyo,8330,919092,0.009063293,2014
Mandalay,Kyaukse,Kyaukse,2386,1366996,0.001745433,2014
Mandalay,Kyaukse,Myitha,319,115120,0.002771022,2014
Shan,Taunggye,Lawksawk,38518,4144348,0.009294104,2014
Shan,Taunggye,Pindaya,364,71922,0.005061038,2014
Shan,Taunggye,Kalaw,2078,585632,0.003548303,2014
Shan,Taunggye,Taunggyi,2127,406002,0.00523889,2014
Shan,Loilen,Mong Kung,62912,6101647,0.010310659,2014
Shan,Kyaukme,Kyaukme,53026,4615178,0.011489481,2014
Shan,Kyaukme,Hsipaw,74078,4373379,0.01693839,2014
Shan,Loilen,Lai-Hka,27995,2042627,0.01370539,2014
Shan,Loilen,Loi Lem,11922,897848,0.013278417,2014
Shan,Loilen,Namsang,41898,2705811,0.015484452,2014
Shan,Taunggye,Ho-Pong,3163,634928,0.004981667,2014
Shan,Loilen,Mong Nai,26629,4093616,0.006505007,2014
Shan,Loilen,Mawkmai,11462,2628229,0.004361112,2014
Shan,Loilen,Langkho,7288,2378539,0.003064066,2014
Shan,Taunggye,Hsi Hseng,4124,710602,0.00580353,2014
Shan,Taunggye,Yawunghwe,1618,568544,0.002845866,2014
Shan,Loilen,Mong Pan,16979,6854533,0.002477047,2014
Shan,Mongsat,Mong Tung,28813,6347206,0.004539478,2014
Shan,Mongsat,Mong Hsat,51188,6353579,0.008056562,2014
Shan,Mongsat,Mong Ping,58398,8145835,0.007169062,2014
Shan,Loilen,Ke-Hsi,44837,2571263,0.017437734,2014
Shan,Loilen,Kunhing,43737,3172299,0.013787162,2014
Shan,Loilen,Mong Hsu,37621,1996640,0.018842155,2014
Shan,Lasho,Mong Yai,50982,2277063,0.022389367,2014
Shan,Lasho,Tangyan,76536,4429685,0.017277978,2014
Shan,Lasho,Pang-Yang,146204,5663100,0.025816955,2014
Shan,Lasho,Man Hpang,73638,1782909,0.041302164,2014
Shan,Lasho,Nampan,74447,1788168,0.041633113,2014
Shan,Kengtung,Mong Yang,34886,2588352,0.013478074,2014
Shan,Kengtung,Mongkhak,32724,2929887,0.011169031,2014
Shan,Kengtung,Keng Tung,64428,5831836,0.011047636,2014
Shan,Mongphat,Mong Hpayak,10119,2657113,0.003808269,2014
Shan,Tarchilaik,Tachilek,35043,3984122,0.008795664,2014
Shan,Mongphat,Mong Yawng,100473,5853840,0.017163605,2014
Kayin,Myawady,Myawadi,43335,3497212,0.012391299,2014
Kayin,Hpa-an,Kawkareik,18085,1317362,0.013728193,2014
Kayin,Hpa-an,Kya-In Seikkyi,173138,9289338,0.018638357,2014
Tanintharyi,Dawei,Tavoy,49091,8466131,0.005798516,2014
Tanintharyi,Mergui,Tenasserim,165026,14972035,0.011022283,2014
Tanintharyi,Dawei,Thayetchaung,26213,2491164,0.01052239,2014
Tanintharyi,Mergui,Palaw,28624,2491285,0.011489653,2014
Tanintharyi,Dawei,Launglon,4166,690083,0.006036955,2014
Tanintharyi,Dawei,Yebyu,60346,4667205,0.012929794,2014
Mon,Mawlamyine,Ye,32502,2863754,0.011349439,2014
Mon,Mawlamyine,Thanbyuzayat,13257,743340,0.017834369,2014
Ayeyarwady,Pharpon,Pyapon,429,19392,0.022122525,2014
Ayeyarwady,Pharpon,Bogale,293,239126,0.001225295,2014
Tanintharyi,Mergui,Mergui,62668,5595532,0.01119965,2014
Tanintharyi,Kawthoung,Bokpyin,131216,7611073,0.017240145,2014
Kachin,Putao,Nogmung,4920,7756426,6.34313e-4,2014
Kachin,Putao,Khawbude,9328,7109674,0.001312015,2014
Kachin,Putao,Machanbaw,2311,3996522,5.78253e-4,2014
Kachin,Myitkyina,Hsawlaw,10277,4348848,0.002363155,2014
Kachin,Myitkyina,Chipwi,25441,4093071,0.006215626,2014
Kachin,Putao,Sumpranbum,21184,9405444,0.002252313,2014
Kachin,Myitkyina,Njangyang,30925,6553019,0.004719199,2014
Kachin,Myitkyina,Waingmaw,73282,5889827,0.012442131,2014
Shan,Lasho,Pangwaum,43283,1237355,0.03498026,2014
Shan,Lasho,Mong Mao,66139,2145238,0.030830612,2014
Shan,Kunlong,Kunlong,4175,526927,0.007923299,2014
Shan,Lauking,Kong-Kyan,5765,862135,0.006686888,2014
Shan,Muse,Kutkai,36775,4135283,0.008892983,2014
Shan,Kunlong,Ho-Pang,31386,1408480,0.022283597,2014
Shan,Lasho,Hsenwi,53220,2017367,0.026380921,2014
Shan,Lasho,Lashio,77444,4333525,0.017870902,2014
Shan,Muse,Mu-Se,22580,1932545,0.011684075,2014
Shan,Muse,Namhkan,43459,1990221,0.021836268,2014
Kachin,Myitkyina,Myitkyina,62171,7837796,0.007932204,2014
Kachin,Bhamo,Momauk,17313,3029632,0.005714555,2014
Kachin,Myitkyina,Mogaung,7411,2400590,0.003087158,2014
Kachin,Myitkyina,Kamaing,21383,8254148,0.002590576,2014
Kachin,Myitkyina,Mohnyin,18118,7991544,0.002267146,2014
Kachin,Bhamo,Shwegu,12104,3620744,0.003342959,2014
Kachin,Bhamo,Bhamo,24858,2625746,0.009467024,2014
Sagaing,Katha,Katha,21821,2009361,0.010859671,2014
Shan,Kyaukme,Mabein,14692,5886379,0.002495932,2014
Kachin,Bhamo,Mansi,22226,3763269,0.005906035,2014
Shan,Kyaukme,Mong Mit,16965,3552712,0.004775225,2014
Shan,Kyaukme,Namtu,122944,5250164,0.023417173,2014
Shan,Kyaukme,Namhsan,10913,1216058,0.008974079,2014
Mandalay,Pyin-Oo-Lwin,Mogok,6370,1428007,0.004460762,2014
Sagaing,Katha,Tigyaing,10576,1927501,0.005486897,2014
Sagaing,Katha,Indaw,3483,1581718,0.002202036,2014
Sagaing,Katha,Kawlin,9295,1333939,0.006968085,2014
Sagaing,Katha,Wuntho,5388,951653,0.005661728,2014
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,15741,2255202,0.006979863,2014
Sagaing,Shwebo,Kanbalu,13573,1267477,0.010708676,2014
Sagaing,Shwebo,Tantabin,209,38373,0.005446538,2014
Sagaing,Shwebo,Khin-U,22,15988,0.001376032,2014
Sagaing,Shwebo,Kyunhla,3277,2033078,0.001611842,2014
Sagaing,Shwebo,Taze,2601,601324,0.004325455,2014
Sagaing,Shwebo,Ye-U,7036,469719,0.014979168,2014
Sagaing,Katha,Pinlebu,9288,3995772,0.002324457,2014
Sagaing,Mawleik,Phaungbyin,11165,4061903,0.002748712,2014
Sagaing,Katha,Banmauk,11516,4469873,0.00257636,2014
Sagaing,Hkamti,Homalin,85322,13876705,0.006148578,2014
Sagaing,Hkamti,Khamti,41348,11956278,0.003458267,2014
Sagaing,Hkamti,Lashe,13921,3399951,0.004094471,2014
Sagaing,Hkamti,Lahe,138461,5607799,0.024690792,2014
Sagaing,Hkamti,Nanyun,59062,9464441,0.006240411,2014
Kachin,Myitkyina,Tanai,39574,17326417,0.002284027,2014
Kachin,Putao,Putao,6197,6765107,9.16024e-4,2014
Sagaing,Tamu,Tamu,12546,1883723,0.006660215,2014
Sagaing,Mawleik,Mawlaik,6265,5103451,0.001227601,2014
Sagaing,Kalemyo,Kalewa,4621,2672961,0.001728794,2014
Chin,Palam,Falam,18073,2151216,0.008401295,2014
Chin,Palam,Tiddim,46213,3233127,0.014293593,2014
Chin,Palam,Tonzang,29376,4638234,0.006333445,2014
Tanintharyi,Kawthoung,Kawthaung,33604,3140789,0.010699222,2015
Ayeyarwady,Bassein,Ngaputaw,5112,2258207,0.002263743,2015
Ayeyarwady,Myoungmya,Labutta,2,78864,2.53601e-5,2015
Ayeyarwady,Myoungmya,Myaungmya,947,225412,0.004201196,2015
Ayeyarwady,Myoungmya,Wakema,2,17986,1.11198e-4,2015
Rakhine,Maungtaw,Maungdaw,15339,1296413,0.011831878,2015
Rakhine,Buthidaung,Buthidaung,29563,2160957,0.013680513,2015
Rakhine,Buthidaung,Ponnagyun & Rathedaung,6118,1031589,0.005930656,2015
Rakhine,Buthidaung,Sittwe (Akyab),0,2179,0,2015
Rakhine,Sittwe,Pauktaw,369,199933,0.001845618,2015
Rakhine,Sittwe,Myebon,3213,1624717,0.001977575,2015
Rakhine,Kyaunkpyu,Kyaukpyu,1981,587306,0.003373029,2015
Rakhine,Kyaunkpyu,An,57548,8382837,0.006864979,2015
Rakhine,Sittwe,Minbya,9598,3658938,0.002623166,2015
Rakhine,Sittwe,Mrauk-Oo,4025,603619,0.006668113,2015
Chin,Mindat,Paletwa,186794,12225679,0.015278824,2015
Chin,Mindat,Kanpetlet,23249,2850034,0.008157447,2015
Rakhine,Sittwe,Kyauktaw,4972,1475443,0.003369835,2015
Chin,Mindat,Matupi,40662,6387534,0.006365837,2015
Chin,Palam,Thlangtlang,72784,4675850,0.01556594,2015
Chin,Palam,Haka,26130,4694623,0.005565942,2015
Chin,Mindat,Mindat,63188,4717849,0.013393392,2015
Magway,Pakokku,Saw,7442,1787752,0.00416277,2015
Magway,Pakokku,Seikpyu,95,225644,4.21017e-4,2015
Magway,Pakokku,Pauk,329,569137,5.78068e-4,2015
Magway,Pakokku,Htilin,2948,930198,0.003169218,2015
Magway,Pakokku,Gangaw,4429,1661654,0.002665417,2015
Sagaing,Kalemyo,Kale,5033,2412434,0.002086275,2015
Sagaing,Kalemyo,Mingin,1090,3471362,3.13998e-4,2015
Sagaing,Monywa,Kani,1053,2650588,3.9727e-4,2015
Sagaing,Monywa,Pale,1607,673174,0.002387199,2015
Magway,Pakokku,Myaing,32,4848,0.00660066,2015
Sagaing,Monywa,Yinmabin,10,24038,4.16008e-4,2015
Sagaing,Monywa,Budalin,0,4327,0,2015
Sagaing,Monywa,Monywa,5,709,0.007052186,2015
Sagaing,Monywa,Salingyi,32,1731,0.018486424,2015
Magway,Pakokku,Yesagyo,2,2253,8.87705e-4,2015
Magway,Pakokku,Pakokku,6,975,0.006153846,2015
Mandalay,Myingyan,Nyaungu,10,308,0.032467532,2015
Mandalay,Myingyan,Kyaukpadaung,0,76372,0,2015
Magway,Magwe Minbu,Chauk,0,338,0,2015
Magway,Minbu,Salin,1444,464085,0.003111499,2015
Magway,Magwe Minbu,Yenangyaung,0,111,0,2015
Magway,Magwe Minbu,Magwe,0,150,0,2015
Magway,Minbu,Minbu (Sagu),0,93038,0,2015
Magway,Minbu,Pwinbyu,94,209815,4.48014e-4,2015
Magway,Minbu,Sidoktaya,11379,2863453,0.003973874,2015
Magway,Minbu,Ngape,8546,880920,0.009701221,2015
Magway,Thayetmyo,Minhla,6079,720876,0.008432796,2015
Magway,Thayetmyo,Mindon,6757,2155693,0.003134491,2015
Magway,Thayetmyo,Sinbaungwe (Tantabin),250,191828,0.001303251,2015
Magway,Thayetmyo,Thayet,13,131013,9.92268e-5,2015
Magway,Thayetmyo,Kama,518,608776,8.50888e-4,2015
Rakhine,Thandwe,Taungup,9342,5478524,0.001705204,2015
Rakhine,Thandwe,Arakan (Sandoway),5588,4649772,0.001201779,2015
Bago,Pyay,Padaung,870,1760537,4.94167e-4,2015
Bago,Pyay,Shwedaung,69,50887,0.001355946,2015
Ayeyarwady,Hinthada,Kyangin,116,470713,2.46435e-4,2015
Ayeyarwady,Hinthada,Myanaung,179,694854,2.57608e-4,2015
Ayeyarwady,Hinthada,Ingapu,657,875065,7.50801e-4,2015
Rakhine,Thandwe,Gwa,3413,3113144,0.001096319,2015
Rakhine,Kyaunkpyu,Man Aung,127,252183,5.03603e-4,2015
Rakhine,Kyaunkpyu,Ramree,1642,917803,0.001789055,2015
Ayeyarwady,Bassein,Bassein West,10187,1121269,0.009085242,2015
Ayeyarwady,Bassein,Thabaung,3825,1591547,0.002403322,2015
Ayeyarwady,Hinthada,Lemyethna,968,585055,0.001654545,2015
Ayeyarwady,Bassein,Yegyi,420,453532,9.26065e-4,2015
Ayeyarwady,Bassein,Kyonpyaw,7,87870,7.96631e-5,2015
Ayeyarwady,Bassein,Kyaunggon,0,20394,0,2015
Ayeyarwady,Myoungmya,Einme,0,32902,0,2015
Ayeyarwady,Myoungmya,Moulmeingyun,0,10347,0,2015
Ayeyarwady,Maubin,Pantanaw,6,136447,4.39731e-5,2015
Ayeyarwady,Pharpon,Kyaiklat,0,24235,0,2015
Ayeyarwady,Maubin,Ma-Ubin,0,20191,0,2015
Ayeyarwady,Maubin,Irrawaddy,0,25431,0,2015
Ayeyarwady,Maubin,Yandoon,26,58093,4.47558e-4,2015
Ayeyarwady,Maubin,Danubyu,23,46895,4.90457e-4,2015
Yangon,Yangon-N,Taikkyi,0,29022,0,2015
Ayeyarwady,Hinthada,Henzada,14,76335,1.83402e-4,2015
Ayeyarwady,Hinthada,Danubyu,2,56837,3.51883e-5,2015
Bago,Thayarwady,Minhla,2927,1072069,0.002730235,2015
Ayeyarwady,Hinthada,Zalun,10,40527,2.46749e-4,2015
Bago,Thayarwady,Monyo,0,17778,0,2015
Bago,Thayarwady,Tharrawaddy,5,19361,2.58251e-4,2015
Yangon,Yangon-N,Hmawbi,3016,738893,0.004081782,2015
Yangon,Yangon-N,Hlegu,4693,867395,0.005410453,2015
Bago,Thayarwady,Letpatan,363,609211,5.95853e-4,2015
Bago,Pegu,Bago (Pegu),17970,2458344,0.007309799,2015
Bago,Pegu,Kyauktaga,7651,2811773,0.002721059,2015
Bago,Pegu,Daik-U,1972,467487,0.004218299,2015
Bago,Pegu,Kawa,18,15215,0.001183043,2015
Yangon,Yangon-S,Kayan,0,4798,0,2015
Yangon,Yangon-S,Syriam,0,2559,0,2015
Yangon,Yangon-E,Yangon (Rangoon),6,2381,0.00251995,2015
Yangon,Yangon-W,Yangon (Rangoon),21,5167,0.004064254,2015
